"event","name","country","medal","day","win","sport","gender","type"
"Men's 100M - T11","ABDUL HALIM DALIMUNTE","Indonesia","Gold",2,1,"Athletics","Men","Singles"
"Men's 100M - T11","JORCHUY KITSANA","Thailand","Silver",2,1,"Athletics","Men","Singles"
"Men's 100M - T11","SUNOTO","Indonesia","Bronze",2,1,"Athletics","Men","Singles"
"Men's 100M - T12","MOHAMAD FAIZAL AIDEAL BIN SUHAIMI","Malaysia","Gold",2,1,"Athletics","Men","Singles"
"Men's 100M - T12","MOHAMAD SAIFUDDIN BIN ISHAK","Malaysia","Silver",2,1,"Athletics","Men","Singles"
"Men's 100M - T12","MUHAMAD AFIQ BIN MOHAMAD ALI HANAFIAH","Malaysia","Bronze",2,1,"Athletics","Men","Singles"
"Men's 100M - T37","LE VAN MANH","Vietnam","Gold",2,1,"Athletics","Men","Singles"
"Men's 100M - T37","SAEWANG SAKPHET","Thailand","Silver",2,1,"Athletics","Men","Singles"
"Men's 100M - T37","TAON CHAIRAT","Thailand","Bronze",2,1,"Athletics","Men","Singles"
"Men's 100M - T38","KRISHNA KUMAR HARI DAS","Malaysia","Gold",2,1,"Athletics","Men","Singles"
"Men's 100M - T38","SUYONO","Indonesia","Silver",2,1,"Athletics","Men","Singles"
"Men's 100M - T38","AMIR FIRDAUSS BIN JAMALUDDIN","Malaysia","Bronze",2,1,"Athletics","Men","Singles"
"Men's 100M - T54","KONJEN  SAICHON","Thailand","Gold",2,1,"Athletics","Men","Singles"
"Men's 100M - T54","JAENAL ARIPIN","Indonesia","Silver",2,1,"Athletics","Men","Singles"
"Men's 100M - T54","VAN VUN","Cambodia","Bronze",2,1,"Athletics","Men","Singles"
"Men's 200M - T36","MOHAMAD RIDZUAN BIN MOHAMAD PUZI","Malaysia","Gold",2,1,"Athletics","Men","Singles"
"Men's 200M - T36","MUHAMAD AGUNG LAKSANA","Indonesia","Silver",2,1,"Athletics","Men","Singles"
"Men's 800M - T52/53","PAEYO  PONGSAKORN","Thailand","Gold",2,1,"Athletics","Men","Singles"
"Men's 800M - T52/53","KRUNGGET  PICHET","Thailand","Silver",2,1,"Athletics","Men","Singles"
"Men's 800M - T52/53","INTASEN  SOPA","Thailand","Bronze",2,1,"Athletics","Men","Singles"
"Men's Javelin Throw - F44","YOHANIS BILI","Indonesia","Gold",2,1,"Athletics","Men","Singles"
"Men's Javelin Throw - F44","PHAN VAN DUNG","Vietnam","Silver",2,1,"Athletics","Men","Singles"
"Men's Javelin Throw - F44","SAN MHWE","Myanmar","Bronze",2,1,"Athletics","Men","Singles"
"Men's Javelin Throw - F54/55","SAHRI BIN HJ JUMAAT","Brunei Darussalam","Gold",2,1,"Athletics","Men","Singles"
"Men's Javelin Throw - F54/55","RIYADI NUGRAHA SAPUTRA UTAMA","Indonesia","Silver",2,1,"Athletics","Men","Singles"
"Men's Javelin Throw - F54/55","JOEL ADEGUE BALATUCAN","Philippines","Bronze",2,1,"Athletics","Men","Singles"
"Men's Javelin Throw - F56/57","CAO NGOC HUNG","Vietnam","Gold",2,1,"Athletics","Men","Singles"
"Men's Javelin Throw - F56/57","YIMBANCHANG SAKCHAI","Thailand","Silver",2,1,"Athletics","Men","Singles"
"Men's Javelin Throw - F56/57","ALAN SASTRA","Indonesia","Bronze",2,1,"Athletics","Men","Singles"
"Men's Long Jump - F45/46/47","SETIYO BUDIHARTANTO","Indonesia","Gold",2,1,"Athletics","Men","Singles"
"Men's Long Jump - F45/46/47","SIRIMONGKHOL CHAIWAT","Thailand","Silver",2,1,"Athletics","Men","Singles"
"Men's Long Jump - F45/46/47","ERYANTO BIN BAHTIAR","Malaysia","Bronze",2,1,"Athletics","Men","Singles"
"Men's Shot Put - F11/12","BOONSRI PHICHAI","Thailand","Gold",2,1,"Athletics","Men","Singles"
"Men's Shot Put - F11/12","MOHAMAD FIRDAUS BIN NGATIMAN","Malaysia","Silver",2,1,"Athletics","Men","Singles"
"Men's Shot Put - F11/12","WONGNGOEN ARNON","Thailand","Bronze",2,1,"Athletics","Men","Singles"
"Men's Shot Put - F42/43","SUTARNO","Indonesia","Gold",2,1,"Athletics","Men","Singles"
"Men's Shot Put - F42/43","MYO MIN OO","Myanmar","Silver",2,1,"Athletics","Men","Singles"
"Men's Shot Put - F42/43","VUONG CHAU","Vietnam","Bronze",2,1,"Athletics","Men","Singles"
"Men's Shot Put - F46","HISAM BIN CHE SOH","Malaysia","Gold",2,1,"Athletics","Men","Singles"
"Men's Shot Put - F46","PRIYANO","Indonesia","Silver",2,1,"Athletics","Men","Singles"
"Men's Shot Put - F46","AUNG PHONE MYAT","Myanmar","Bronze",2,1,"Athletics","Men","Singles"
"Women's 100M - T11","WANNARUEMON KEWALIN","Thailand","Gold",2,1,"Athletics","Women","Singles"
"Women's 100M - T11","THONGSING RATCHANIPHON","Thailand","Silver",2,1,"Athletics","Women","Singles"
"Women's 100M - T11","RIANGRAIWILATKHEEREE SIRIRAT","Thailand","Bronze",2,1,"Athletics","Women","Singles"
"Women's 100M - T13","FELICIA BINTI MIKAT","Malaysia","Gold",2,1,"Athletics","Women","Singles"
"Women's 100M - T13","AN NUR HAIYYU BTE MD YUSSOF","Brunei Darussalam","Silver",2,1,"Athletics","Women","Singles"
"Women's 100M - T13","DONG THI HAI YEN","Vietnam","Bronze",2,1,"Athletics","Women","Singles"
"Women's 100M - T36/38","PHUMCHAN PHONSUDA","Thailand","Gold",2,1,"Athletics","Women","Singles"
"Women's 100M - T36/38","INSAN NURHAIDA","Indonesia","Silver",2,1,"Athletics","Women","Singles"
"Women's 100M - T36/38","LUYUE SUPHATSARA","Thailand","Bronze",2,1,"Athletics","Women","Singles"
"Women's 200M - T43/44","NGUYEN THI THUY","Vietnam","Gold",2,1,"Athletics","Women","Singles"
"Women's 200M - T43/44","THIN SENG HON","Cambodia","Silver",2,1,"Athletics","Women","Singles"
"Women's 200M - T43/44","LAI THI NGOC ANH","Vietnam","Bronze",2,1,"Athletics","Women","Singles"
"Women's 200M - T45/46/47","NANDA MEI SHOLIHAH","Indonesia","Gold",2,1,"Athletics","Women","Singles"
"Women's 200M - T45/46/47","GAGUN PAGJIRAPORN","Thailand","Silver",2,1,"Athletics","Women","Singles"
"Women's 200M - T45/46/47","NANDAR LIN","Myanmar","Bronze",2,1,"Athletics","Women","Singles"
"Women's 800M - T53/54","SEKRATOK  PRANAYA","Thailand","Gold",2,1,"Athletics","Women","Singles"
"Women's 800M - T53/54","SRITONG  CHAINET","Thailand","Silver",2,1,"Athletics","Women","Singles"
"Women's 800M - T53/54","CHATYOTSAKORN  TPAT","Thailand","Bronze",2,1,"Athletics","Women","Singles"
"Women's Long Jump - F20","RICA OKTAVIA","Indonesia","Gold",2,1,"Athletics","Women","Singles"
"Women's Long Jump - F20","SITI NOOR RADIAH BINTI ISMAIL","Malaysia","Silver",2,1,"Athletics","Women","Singles"
"Women's Long Jump - F20","SITI NOORIASAH BINTI MOHAMAD ARIFFIN","Malaysia","Bronze",2,1,"Athletics","Women","Singles"
"Women's Long Jump - F44","LAI THI NGOC ANH","Vietnam","Gold",2,1,"Athletics","Women","Singles"
"Women's Long Jump - F44","INGINN KHIN","Myanmar","Silver",2,1,"Athletics","Women","Singles"
"Women's Long Jump - F44","NGUYEN THI THUY","Vietnam","Bronze",2,1,"Athletics","Women","Singles"
"Men's Team","","Indonesia","Gold",2,1,"Badminton","Men","Team"
"Men's Team","","Malaysia","Silver",2,1,"Badminton","Men","Team"
"Men's Team","","Thailand","Bronze",2,1,"Badminton","Men","Team"
"Men's Team","","Vietnam","Bronze",2,1,"Badminton","Men","Team"
"P1 10m Air Pistol Men SH1","BORDIN  SORNSRIWICHAI","Thailand","Gold",2,1,"Shooting","Men","Singles"
"P1 10m Air Pistol Men SH1","LOGARAJ SO RAJU","Singapore","Silver",2,1,"Shooting","Men","Singles"
"P1 10m Air Pistol Men SH1","ZULKIFLI","Indonesia","Bronze",2,1,"Shooting","Men","Singles"
"R1 10m Air Rifle Standing Men SH1","PHIRAPHONG  BUENGBOK","Thailand","Gold",2,1,"Shooting","Men","Singles"
"R1 10m Air Rifle Standing Men SH1","RITCHIE CHAN JUN RONG","Singapore","Silver",2,1,"Shooting","Men","Singles"
"R1 10m Air Rifle Standing Men SH1","MALA SIHABANDIT","Thailand","Bronze",2,1,"Shooting","Men","Singles"
"Men's 100M Breaststroke - SB11","PANOM LAGSANAPRIM","Thailand","Gold",2,1,"Swimming","Men","Singles"
"Men's 100M Breaststroke - SB11","KRITAPHAT WITIDKASEMROT","Thailand","Silver",2,1,"Swimming","Men","Singles"
"Men's 100M Breaststroke - SB11","PHAM ANH TU","Vietnam","Bronze",2,1,"Swimming","Men","Singles"
"Men's 100M Breaststroke - SB13","MARINUS MELIANUS YOWEI","Indonesia","Gold",2,1,"Swimming","Men","Singles"
"Men's 100M Breaststroke - SB13","JULIUS ANAK JARANDING","Malaysia","Silver",2,1,"Swimming","Men","Singles"
"Men's 100M Breaststroke - SB13","CHAIPORN LAOBENG","Thailand","Bronze",2,1,"Swimming","Men","Singles"
"Men's 100M Breaststroke - SB14","HAN LIANG CHOU","Singapore","Gold",2,1,"Swimming","Men","Singles"
"Men's 100M Breaststroke - SB14","YOONG CHUNG WEI","Malaysia","Silver",2,1,"Swimming","Men","Singles"
"Men's 100M Breaststroke - SB14","TAY WEI SIANG LAWRENCE","Singapore","Bronze",2,1,"Swimming","Men","Singles"
"Men's 100M Breaststroke - SB4","NGUYEN THANH TRUNG","Vietnam","Gold",2,1,"Swimming","Men","Singles"
"Men's 100M Breaststroke - SB4","VORAVIT KAEWKHAM","Thailand","Silver",2,1,"Swimming","Men","Singles"
"Men's 100M Breaststroke - SB4","YE TUN","Myanmar","Bronze",2,1,"Swimming","Men","Singles"
"Men's 100M Breaststroke - SB5","DO THANH HAI","Vietnam","Gold",2,1,"Swimming","Men","Singles"
"Men's 100M Breaststroke - SB5","LY HUYNH","Vietnam","Silver",2,1,"Swimming","Men","Singles"
"Men's 100M Breaststroke - SB5","TAWEESOOK SAMUKSANEETO","Thailand","Bronze",2,1,"Swimming","Men","Singles"
"Men's 100M Breaststroke - SB6","LE TIEN DAT","Vietnam","Gold",2,1,"Swimming","Men","Singles"
"Men's 100M Breaststroke - SB6","YONGYOOT TABTHONG","Thailand","Silver",2,1,"Swimming","Men","Singles"
"Men's 100M Breaststroke - SB6","SURIANSYAH","Indonesia","Bronze",2,1,"Swimming","Men","Singles"
"Men's 100M Breaststroke - SB7","AUNG NYEIN OO","Myanmar","Gold",2,1,"Swimming","Men","Singles"
"Men's 100M Breaststroke - SB7","TIN MYO","Myanmar","Silver",2,1,"Swimming","Men","Singles"
"Men's 100M Breaststroke - SB7","ARIS WIBAWA","Indonesia","Bronze",2,1,"Swimming","Men","Singles"
"Men's 100M Breaststroke - SB8","GUNTUR","Indonesia","Gold",2,1,"Swimming","Men","Singles"
"Men's 100M Breaststroke - SB8","NGUYEN QUANG VUONG","Vietnam","Silver",2,1,"Swimming","Men","Singles"
"Men's 100M Breaststroke - SB8","JENDI PANGABEAN","Indonesia","Bronze",2,1,"Swimming","Men","Singles"
"Men's 100M Breaststroke - SB9","AUNG PHONE","Myanmar","Gold",2,1,"Swimming","Men","Singles"
"Men's 100M Breaststroke - SB9","JUMRI","Indonesia","Silver",2,1,"Swimming","Men","Singles"
"Men's 100M Breaststroke - SB9","BUDIMAN SETIAWAN YOWEI","Indonesia","Bronze",2,1,"Swimming","Men","Singles"
"Men's 100M Freestyle - S5 (S4-S5)","VO THANH TUNG","Vietnam","Gold",2,1,"Swimming","Men","Singles"
"Men's 100M Freestyle - S5 (S4-S5)","JAMERY ANAK SIGA","Malaysia","Silver",2,1,"Swimming","Men","Singles"
"Men's 100M Freestyle - S5 (S4-S5)","VORAVIT KAEWKHAM","Thailand","Bronze",2,1,"Swimming","Men","Singles"
"Men's 100M Freestyle - S6","AGUS NGAIMIN","Indonesia","Gold",2,1,"Swimming","Men","Singles"
"Men's 100M Freestyle - S6","AUNG MYINT MYAT","Myanmar","Silver",2,1,"Swimming","Men","Singles"
"Men's 100M Freestyle - S6","DO THANH HAI","Vietnam","Bronze",2,1,"Swimming","Men","Singles"
"Men's 100M Freestyle - S7","KAWEEWAT SITTICHAIPHONNITI","Thailand","Gold",2,1,"Swimming","Men","Singles"
"Men's 100M Freestyle - S7","SURIANSYAH","Indonesia","Silver",2,1,"Swimming","Men","Singles"
"Men's 100M Freestyle - S7","CHANNI WONGNONTHAPHUM","Thailand","Bronze",2,1,"Swimming","Men","Singles"
"Men's 100M Freestyle - S8","TOH WEI SOONG","Singapore","Gold",2,1,"Swimming","Men","Singles"
"Men's 100M Freestyle - S8","ERNIE AGAT GAWILAN","Philippines","Silver",2,1,"Swimming","Men","Singles"
"Men's 100M Freestyle - S8","GUNTUR","Indonesia","Bronze",2,1,"Swimming","Men","Singles"
"Men's 4x100M Freestyle Relay - 34 points","","Indonesia","Gold",2,1,"Swimming","Men","Team"
"Men's 4x100M Freestyle Relay - 34 points","","Vietnam","Silver",2,1,"Swimming","Men","Team"
"Men's 4x100M Freestyle Relay - 34 points","","Thailand","Bronze",2,1,"Swimming","Men","Team"
"Women's 100M Breaststroke - SB4","GOH RUI SI THERESA","Singapore","Gold",2,1,"Swimming","Women","Singles"
"Women's 100M Breaststroke - SB4","DANH THI MY THANH","Vietnam","Silver",2,1,"Swimming","Women","Singles"
"Women's 100M Breaststroke - SB4","PORNPIMON SUTTHICHITTANON","Thailand","Bronze",2,1,"Swimming","Women","Singles"
"Women's 100M Breaststroke - SB6 (SB5-SB6)","TRINH THI BICH NHU","Vietnam","Gold",2,1,"Swimming","Women","Singles"
"Women's 100M Breaststroke - SB6 (SB5-SB6)","VI THI HANG","Vietnam","Silver",2,1,"Swimming","Women","Singles"
"Women's 100M Breaststroke - SB6 (SB5-SB6)","DU THI LAN","Vietnam","Bronze",2,1,"Swimming","Women","Singles"
"Women's 100M Breaststroke - SB8 (SB7-SB8)","MAY HTOO MON","Myanmar","Gold",2,1,"Swimming","Women","Singles"
"Women's 100M Breaststroke - SB8 (SB7-SB8)","THIN THIN KHAING","Myanmar","Gold",2,1,"Swimming","Women","Singles"
"Women's 100M Breaststroke - SB8 (SB7-SB8)","HUYNH THI KIM HOANG","Vietnam","Silver",2,1,"Swimming","Women","Singles"
"Women's 100M Breaststroke - SB8 (SB7-SB8)","GUSMALAYANTI","Indonesia","Silver",2,1,"Swimming","Women","Singles"
"Women's 100M Breaststroke - SB8 (SB7-SB8)","LIM CARMEN","Malaysia","Bronze",2,1,"Swimming","Women","Singles"
"Women's 100M Breaststroke - SB8 (SB7-SB8)","THONGBAI CHAISAWAS","Thailand","Bronze",2,1,"Swimming","Women","Singles"
"Women's 100M Breaststroke - SB9","ANCHAYA KETKEAW","Thailand","Gold",2,1,"Swimming","Women","Singles"
"Women's 100M Breaststroke - SB9","SAPIA RUMBARU","Indonesia","Silver",2,1,"Swimming","Women","Singles"
"Women's 100M Breaststroke - SB9","LE THI TRAM","Vietnam","Bronze",2,1,"Swimming","Women","Singles"
"Women's 100M Freestyle - S5 (S1-S5)","GOH RUI SI THERESA","Singapore","Gold",2,1,"Swimming","Women","Singles"
"Women's 100M Freestyle - S5 (S1-S5)","YIP PIN XIU","Singapore","Silver",2,1,"Swimming","Women","Singles"
"Women's 100M Freestyle - S5 (S1-S5)","DANH THI MY THANH","Vietnam","Bronze",2,1,"Swimming","Women","Singles"
"Women's 100M Freestyle - S8 (S6-S8)","THONGBAI CHAISAWAS","Thailand","Gold",2,1,"Swimming","Women","Singles"
"Women's 100M Freestyle - S8 (S6-S8)","VI THI HANG","Vietnam","Silver",2,1,"Swimming","Women","Singles"
"Women's 100M Freestyle - S8 (S6-S8)","TRINH THI BICH NHU","Vietnam","Bronze",2,1,"Swimming","Women","Singles"
"Women's 100M Freestyle - S9","ANCHAYA KETKEAW","Thailand","Gold",2,1,"Swimming","Women","Singles"
"Women's 100M Freestyle - S9","SURERUT KOMKEAW","Thailand","Silver",2,1,"Swimming","Women","Singles"
"Women's 100M Freestyle - S9","LE THI DUNG","Vietnam","Bronze",2,1,"Swimming","Women","Singles"
"Women's Team - Class 7-9","","Thailand","Gold",2,1,"Table Tennis","Women","Team"
"Women's Team - Class 7-9","","Indonesia","Silver",2,1,"Table Tennis","Women","Team"
"Mixed Singles - TPB 1","AZUAN BIN AMIR HASSAN","Malaysia","Gold",2,1,"Tenpin Bowling","Mixed","Singles"
"Mixed Singles - TPB 1","KRISADA  KIETKONGTAWEE","Thailand","Silver",2,1,"Tenpin Bowling","Mixed","Singles"
"Mixed Singles - TPB 1","MUHAMAD HAIRUL BIN MIRAN","Malaysia","Bronze",2,1,"Tenpin Bowling","Mixed","Singles"
"Mixed Singles - TPB 10","SAMSUDIN BIN HASSAN","Malaysia","Gold",2,1,"Tenpin Bowling","Mixed","Singles"
"Mixed Singles - TPB 10","KIM IAN TAN CHI","Philippines","Silver",2,1,"Tenpin Bowling","Mixed","Singles"
"Mixed Singles - TPB 10","FIRMANSYAH","Indonesia","Bronze",2,1,"Tenpin Bowling","Mixed","Singles"
"Mixed Singles - TPB 2","CHOO KAM CHAN","Malaysia","Gold",2,1,"Tenpin Bowling","Mixed","Singles"
"Mixed Singles - TPB 2","MUHAMAD SUHAILI BIN AB HAMID","Malaysia","Silver",2,1,"Tenpin Bowling","Mixed","Singles"
"Mixed Singles - TPB 2","SAIDIN BIN HAJI AWANG DAMIT","Brunei Darussalam","Bronze",2,1,"Tenpin Bowling","Mixed","Singles"
"Mixed Singles - TPB 3","MOHAMED ISMAIL BIN HUSSAIN","Singapore","Gold",2,1,"Tenpin Bowling","Mixed","Singles"
"Mixed Singles - TPB 3","ZAINUL AKMAL BIN SIRAN","Malaysia","Silver",2,1,"Tenpin Bowling","Mixed","Singles"
"Mixed Singles - TPB 3","KU IZHAM BIN KU HARUN","Malaysia","Bronze",2,1,"Tenpin Bowling","Mixed","Singles"
"Mixed Singles - TPB 4","MOHAMAD RAUSYAN BIN MOHAMAD YAACOB","Singapore","Gold",2,1,"Tenpin Bowling","Mixed","Singles"
"Mixed Singles - TPB 4","FOO MING DE ERIC","Singapore","Silver",2,1,"Tenpin Bowling","Mixed","Singles"
"Mixed Singles - TPB 4","YE PHONE MAUNG","Myanmar","Bronze",2,1,"Tenpin Bowling","Mixed","Singles"
"Mixed Singles - TPB 8","ANUAR BIN SAAID","Singapore","Gold",2,1,"Tenpin Bowling","Mixed","Singles"
"Mixed Singles - TPB 8","FRANCISCO RAMIREZ EDNACO","Philippines","Silver",2,1,"Tenpin Bowling","Mixed","Singles"
"Mixed Singles - TPB 8","JAIME BAGUITAN MANGINGA","Philippines","Bronze",2,1,"Tenpin Bowling","Mixed","Singles"
"Mixed Singles - TPB 9","WONG KEE SOON","Malaysia","Gold",2,1,"Tenpin Bowling","Mixed","Singles"
"Mixed Singles - TPB 9","ABU BAKAR BIN NYAT","Malaysia","Silver",2,1,"Tenpin Bowling","Mixed","Singles"
"Mixed Singles - TPB 9","LIM CHOON HENG","Singapore","Bronze",2,1,"Tenpin Bowling","Mixed","Singles"
"Men's 100M - T53","PAEYO  PONGSAKORN","Thailand","Gold",3,1,"Athletics","Men","Singles"
"Men's 100M - T53","KRUNGGET  PICHET","Thailand","Silver",3,1,"Athletics","Men","Singles"
"Men's 100M - T53","INTASEN  SOPA","Thailand","Bronze",3,1,"Athletics","Men","Singles"
"Men's 400M - T44","KYAW KYAW WIN","Myanmar","Gold",3,1,"Athletics","Men","Singles"
"Men's 400M - T44","WAGIYO","Indonesia","Silver",3,1,"Athletics","Men","Singles"
"Men's 400M - T44","SAN MAO","Cambodia","Bronze",3,1,"Athletics","Men","Singles"
"Men's 400M - T47","MARTHIN LOSU","Indonesia","Gold",3,1,"Athletics","Men","Singles"
"Men's 400M - T47","YAMEE SUTAT","Thailand","Silver",3,1,"Athletics","Men","Singles"
"Men's 400M - T47","ARMAN PILA DINO","Philippines","Bronze",3,1,"Athletics","Men","Singles"
"Men's 400M - T52","KURATTANASIRI  PICHAYA","Thailand","Gold",3,1,"Athletics","Men","Singles"
"Men's 400M - T52","JERROLD PETE MACABIO MANGLIWAN","Philippines","Silver",3,1,"Athletics","Men","Singles"
"Men's 400M - T52","RUNGSRI  PETH","Thailand","Bronze",3,1,"Athletics","Men","Singles"
"Men's 800M - T46","MUHAMAD ASHRAF BIN MUHAMMAD HAISHAM","Malaysia","Gold",3,1,"Athletics","Men","Singles"
"Men's 800M - T46","TRAN VAN DUC","Vietnam","Silver",3,1,"Athletics","Men","Singles"
"Men's 800M - T46","ERENS SABANDAR","Indonesia","Bronze",3,1,"Athletics","Men","Singles"
"Men's Javelin Throw - F12/13","MOHD HISHAM BIN KHAIRONI","Malaysia","Gold",3,1,"Athletics","Men","Singles"
"Men's Javelin Throw - F12/13","I NYOMAN OKA","Indonesia","Silver",3,1,"Athletics","Men","Singles"
"Men's Javelin Throw - F12/13","BOONSRI PHICHAI","Thailand","Bronze",3,1,"Athletics","Men","Singles"
"Men's Javelin Throw - F42/43","SUTARNO","Indonesia","Gold",3,1,"Athletics","Men","Singles"
"Men's Javelin Throw - F42/43","TINT NAING WIN","Myanmar","Silver",3,1,"Athletics","Men","Singles"
"Men's Javelin Throw - F42/43","MYO MIN OO","Myanmar","Bronze",3,1,"Athletics","Men","Singles"
"Men's Javelin Throw - F46","CHANABOON ANGKARN","Thailand","Gold",3,1,"Athletics","Men","Singles"
"Men's Long Jump - F37/38","AMIR FIRDAUSS BIN JAMALUDDIN","Malaysia","Gold",3,1,"Athletics","Men","Singles"
"Men's Long Jump - F37/38","PHAN DINH DUONG","Vietnam","Silver",3,1,"Athletics","Men","Singles"
"Men's Long Jump - F37/38","NGUYEN HUU THINH","Vietnam","Bronze",3,1,"Athletics","Men","Singles"
